date,open,high,low,close,volume,amount
2021-09-16,269.29,269.29,256.41,256.41,11260408.0,5712849969.0
2021-09-17,255.9,262.08,253.39,258.99,8193837.0,4095076762.0
2021-09-22,254.66,257.96,251.32,254.0,6423920.0,3170987210.0
2021-09-23,259.95,259.95,253.22,253.83,7971421.0,3955499104.0
2021-09-24,254.8,263.88,252.55,257.43,10262492.0,5155614316.0
2021-09-27,260.02,267.64,257.34,264.39,14496264.0,7441411135.0
2021-09-28,263.62,266.69,256.52,257.66,9222505.0,4682091359.0
2021-09-29,255.38,263.52,254.35,258.74,9395464.0,4739177463.0
2021-09-30,260.02,274.18,258.48,270.69,16714235.0,8696962248.0
2021-10-08,274.95,283.22,269.23,274.95,12516925.0,6710477516.0
2021-10-11,275.46,276.8,266.74,268.26,7830888.0,4112416011.0
2021-10-12,268.55,269.09,256.87,260.02,9590683.0,4879529812.0
2021-10-13,260.02,269.03,259.5,268.9,7652244.0,3950317431.0
2021-10-14,270.32,275.4,270.32,274.07,7841554.0,4161069009.0
2021-10-15,273.92,298.05,271.91,292.97,22951299.0,12822713735.0
2021-10-18,299.15,306.48,293.49,306.37,18670216.0,10933506378.0
2021-10-19,310.99,316.65,301.21,304.09,15088955.0,8990013550.0
2021-10-20,306.36,315.82,302.24,303.53,12466583.0,7444464950.0
2021-10-21,303.78,308.42,298.63,306.87,10142297.0,6008461971.0
2021-10-22,312.01,312.01,303.95,309.65,11021603.0,6612493209.0
2021-10-25,315.11,321.89,310.65,314.48,14052090.0,8636989622.0
2021-10-26,327.34,328.74,306.84,307.9,14827692.0,9075608785.0
2021-10-27,307.9,316.68,305.42,316.68,13548574.0,8191755890.0
2021-10-28,321.8,326.95,310.44,312.64,17282868.0,10650216883.0
2021-10-29,316.8,332.35,308.39,329.13,20268702.0,12687999698.0
2021-11-01,330.04,349.61,324.96,334.68,22179659.0,14502525104.0
2021-11-02,337.25,342.79,333.65,338.8,13140789.0,8630072694.0
2021-11-03,335.19,337.78,323.35,329.53,12760630.0,8165156865.0
2021-11-04,333.65,337.25,327.49,333.05,9201009.0,5951843600.0
2021-11-05,329.01,334.56,326.43,326.48,8555085.0,5465118685.0
2021-11-08,327.98,342.39,324.89,340.24,12269565.0,8026800882.0
2021-11-09,343.81,343.94,336.29,341.51,6674583.0,4413176640.0
2021-11-10,335.26,338.01,326.95,333.65,12739826.0,8216658652.0
2021-11-11,335.19,342.47,334.73,337.69,7701413.0,5069135677.0
2021-11-12,338.28,340.78,326.4,330.04,11420150.0,7312301472.0
2021-11-15,330.04,330.04,313.03,319.23,14007599.0,8684428486.0
2021-11-16,319.23,321.87,312.54,316.64,8433513.0,5202056655.0
2021-11-17,320.77,324.6,317.97,322.26,7561643.0,4721304802.0
2021-11-18,322.26,327.81,315.93,322.32,7527274.0,4697499805.0
2021-11-19,324.89,329.01,319.26,329.01,8456790.0,5343617370.0
2021-11-22,332.1,350.64,330.61,350.64,15308991.0,10215261575.0
2021-11-23,350.28,350.28,342.91,346.0,9931174.0,6671378515.0
2021-11-24,345.06,347.96,334.85,339.21,8550354.0,5653890107.0
2021-11-25,336.22,339.05,332.25,336.74,5822028.0,3798078532.0
2021-11-26,335.19,344.36,335.19,338.8,5850222.0,3865245641.0
2021-11-29,336.74,352.44,336.22,350.02,11465261.0,7758115212.0
2021-11-30,352.57,353.04,346.69,350.12,7188131.0,4874671005.0
2021-12-01,350.12,352.69,341.94,346.0,6984571.0,4696868393.0
2021-12-02,345.99,354.86,344.46,354.24,9178956.0,6268320478.0
2021-12-03,354.74,356.3,345.49,353.73,8078164.0,5501798477.0
2021-12-06,348.11,350.23,337.77,338.42,11261215.0,7509355192.0
2021-12-07,340.85,341.37,315.21,323.86,22139147.0,13913426092.0
2021-12-08,326.84,331.99,322.45,329.01,11886602.0,7580712088.0
2021-12-09,329.01,329.53,320.72,326.34,13427209.0,8443913159.0
2021-12-10,320.37,336.41,319.84,329.5,21384418.0,13738235947.0
2021-12-13,329.48,340.17,324.42,338.98,16082778.0,10409792155.0
2021-12-14,338.46,338.46,331.58,335.2,8781080.0,5704000135.0
2021-12-15,334.38,340.34,333.11,334.16,7048016.0,4606545054.0
2021-12-16,338.44,338.44,333.17,337.28,6150222.0,4018260859.0
2021-12-17,335.2,336.73,329.37,335.29,13649081.0,8863377800.0
